"","outcome","continuouspredictor","phylogeny","estimate lower","estimate upper","association_present"
"321","strict female dominance","ovulation_signs Present minus Absent","Yes",-0.235435775025265,0.225329522313759,"not"
"322","strict female dominance","ovulation_signs Present minus Exaggerated","Yes",-0.242248961138983,0.218554867268764,"not"
"323","strict male dominance","ovulation_signs Exaggerated minus Absent","No",0.00216769732216733,0.290345868530373,"confident"
"324","strict male dominance","ovulation_signs Present minus Absent","No",-0.0614308778029528,0.235683762530194,"not"
"325","strict male dominance","ovulation_signs Present minus Exaggerated","No",-0.20344227251156,0.0796787949563414,"not"
"326","strict male dominance","ovulation_signs Exaggerated minus Absent","Yes",-0.0677888795527773,0.26853880259401,"not"
"327","strict male dominance","ovulation_signs Present minus Absent","Yes",-0.051181136081455,0.272560440055044,"not"
"328","strict male dominance","ovulation_signs Present minus Exaggerated","Yes",-0.162029263975544,0.17285608919874,"not"
"329","perc_won","Strata_Wilman G minus Ar","No",-0.228528167670255,-0.150050904083366,"confident"
"330","perc_won","Strata_Wilman S minus Ar","No",-0.210286233491451,-0.140246185151666,"confident"
"331","perc_won","Strata_Wilman S minus G","No",-0.0213507087585341,0.0496084594364332,"not"
"332","perc_won","Strata_Wilman G minus Ar","Yes",-0.502374932368979,0.0754273593416528,"not"
"333","perc_won","Strata_Wilman S minus Ar","Yes",0.00831575099728999,0.650279298771309,"confident"
"334","perc_won","Strata_Wilman S minus G","Yes",0.368298179905683,0.666467964324494,"confident"
"335","strict three way","Strata_Wilman G minus Ar","No",-0.333652381439968,-0.0475961785345236,"confident"
"336","strict three way","Strata_Wilman S minus Ar","No",-0.233373559992772,-0.0152413249784185,"confident"
"337","strict three way","Strata_Wilman S minus G","No",-0.0853926333748505,0.222085111793385,"not"
"338","strict three way","Strata_Wilman G minus Ar","Yes",-0.333944074015197,-0.0191070942831072,"confident"
"339","strict three way","Strata_Wilman S minus Ar","Yes",-0.246497657089808,0.0011542285530004,"not"
"340","strict three way","Strata_Wilman S minus G","Yes",-0.104169656555112,0.212713551419816,"not"
"341","strict female dominance","Strata_Wilman G minus Ar","No",-0.0147428744475859,0.211180385717292,"not"
"342","strict female dominance","Strata_Wilman S minus Ar","No",-0.0747600505921759,0.0813828083586645,"not"
"343","strict female dominance","Strata_Wilman S minus G","No",-0.215801288732339,0.0230716903831701,"not"
"344","strict female dominance","Strata_Wilman G minus Ar","Yes",-0.324021922392892,0.124773908475676,"not"
"345","strict female dominance","Strata_Wilman S minus Ar","Yes",-0.377823557023707,0.0706057585406555,"not"
"346","strict female dominance","Strata_Wilman S minus G","Yes",-0.301166843570515,0.191917741741482,"not"
"347","strict male dominance","Strata_Wilman G minus Ar","No",0.0407697237859164,0.325275753940282,"confident"
"348","strict male dominance","Strata_Wilman S minus Ar","No",-0.00380726591417576,0.230221280981683,"not"
"349","strict male dominance","Strata_Wilman S minus G","No",-0.22033447913642,0.0863830455393116,"not"
"350","strict male dominance","Strata_Wilman G minus Ar","Yes",0.0271615795372626,0.322921947418564,"confident"
"351","strict male dominance","Strata_Wilman S minus Ar","Yes",-0.0159698501773149,0.231466032306109,"not"
"352","strict male dominance","Strata_Wilman S minus G","Yes",-0.226501482843949,0.0902731026349912,"not"
"353","perc_won","origin provisioned minus captive","No",-0.537120436791846,-0.250819243129295,"confident"
"354","perc_won","origin wild minus captive","No",0.0422378787653159,0.107332804897735,"confident"
"355","perc_won","origin wild minus provisioned","No",0.325946873310406,0.599606671301374,"confident"
"356","perc_won","origin provisioned minus captive","Yes",-0.0842483246849039,0.280150116189318,"not"
"357","perc_won","origin wild minus captive","Yes",0.0931970880010433,0.235646310036185,"confident"
"358","perc_won","origin wild minus provisioned","Yes",-0.105804839062722,0.253292875620668,"not"
"359","strict three way","origin provisioned minus captive","No",-0.264977427618927,0.120571503170605,"not"
"360","strict three way","origin wild minus captive","No",-0.0600447782110627,0.161216231213019,"not"
"361","strict three way","origin wild minus provisioned","No",-0.0700436570635456,0.320817994809735,"not"
"362","strict three way","origin provisioned minus captive","Yes",-0.288082105496819,0.157753866643696,"not"
"363","strict three way","origin wild minus captive","Yes",-0.0618506864945858,0.191734920906473,"not"
"364","strict three way","origin wild minus provisioned","Yes",-0.0919394087029845,0.337528313367428,"not"
"365","strict female dominance","origin provisioned minus captive","No",0.0623655457006986,0.411770890634956,"confident"
"366","strict female dominance","origin wild minus captive","No",-0.151403870238932,-0.0112590150630486,"confident"
"367","strict female dominance","origin wild minus provisioned","No",-0.480136409855534,-0.146316161856341,"confident"
"368","strict female dominance","origin provisioned minus captive","Yes",-0.277291240819732,0.217403889603941,"not"
"369","strict female dominance","origin wild minus captive","Yes",-0.342016189776834,0.0588894581259546,"not"
"370","strict female dominance","origin wild minus provisioned","Yes",-0.334481630758728,0.127900731173856,"not"
"371","strict male dominance","origin provisioned minus captive","No",-0.120120419966292,0.257617158701306,"not"
"372","strict male dominance","origin wild minus captive","No",-0.19399889775313,0.0389703909836447,"not"
"373","strict male dominance","origin wild minus provisioned","No",-0.327920122994298,0.0337376415105259,"not"
"374","strict male dominance","origin provisioned minus captive","Yes",-0.133476502488273,0.28586730060646,"not"
"375","strict male dominance","origin wild minus captive","Yes",-0.210976404214443,0.0271662999109377,"not"
"376","strict male dominance","origin wild minus provisioned","Yes",-0.374570413407,0.0477650905480518,"not"
"377","perc_won","fissionfusion Yes minus No","No",-0.163412183387498,-0.0843885662148279,"confident"
"378","perc_won","fissionfusion Yes minus No","Yes",0.277046480199529,0.560662340864915,"confident"
"379","strict three way","fissionfusion Yes minus No","No",-0.304347335530738,-0.0373711850537239,"confident"
"380","strict three way","fissionfusion Yes minus No","Yes",-0.350975368165064,-0.0709669016811479,"confident"
"381","strict female dominance","fissionfusion Yes minus No","No",0.00606510798310599,0.188175479676776,"confident"
"382","strict female dominance","fissionfusion Yes minus No","Yes",-0.233217729923908,0.211162132315462,"not"
"383","strict male dominance","fissionfusion Yes minus No","No",0.052907039505289,0.295904953535893,"confident"
"384","strict male dominance","fissionfusion Yes minus No","Yes",0.0785055798016191,0.37024835704433,"confident"
"385","perc_won","between_groupconflict Unbiased minus Malebiased","No",0.202010290545053,0.348284339660276,"confident"
"386","perc_won","between_groupconflict Unbiased minus Malebiased","Yes",-0.159547707971207,0.280480263573527,"not"
"387","strict three way","between_groupconflict Unbiased minus Malebiased","No",0.0926509992584411,0.442050199512416,"confident"
"388","strict three way","between_groupconflict Unbiased minus Malebiased","Yes",0.0486979782065223,0.419948016302989,"confident"
"389","strict female dominance","between_groupconflict Unbiased minus Malebiased","No",0.00591383801558392,0.282198732451545,"confident"
"390","strict female dominance","between_groupconflict Unbiased minus Malebiased","Yes",-0.209403494638262,0.292698244565329,"not"
"391","strict male dominance","between_groupconflict Unbiased minus Malebiased","No",-0.436037159927132,-0.104953308076578,"confident"
"392","strict male dominance","between_groupconflict Unbiased minus Malebiased","Yes",-0.419584459315768,-0.0714033246672515,"confident"
