"","Tree","Likelihood","Transition Male to Female","Transition Female to Male","Likelihood Root is Male","Likelihood Root is Female","Count_MaleDominance","Count_FemaleDominance"
"1",1,-64.407886,1.075256,1.620293,0.5,0.5,58,39
