"","Tree","Likelihood","TransitionToMaleDominance_Absencedimorphism","TransitionTodimorphism_AbsenceMaleDominance","LossMaleDominance_Absencedimorphism","TransitionTodimorphism_PresenceMaleDominance","Lossdimorphism_AbsenceMaleDominance","TransitionToMaleDominance_Presencedimorphism","Lossdimorphism_PresenceMaleDominance","LossMaleDominance_Presencedimorphism","LikelihoodRootNotdimorphismNotMaleDominance","LikelihoodRootNotdimorphismMaleDominance","LikelihoodRootdimorphismNotMaleDominance","LikelihoodRootdimorphismMaleDominance","CountNotMaleDominant","CountMaleDominant","CountNotdimorphic","CountDimorphic","Positive_IndependentModelBetter"
"1",1,-94.909119,0.003741,0,0.028586,90.936037,0.072416,0.025044,26.893143,0.065834,0.124585,0.324146,0.227133,0.324135,77,40,64,53,42.08563
