"","Tree","Likelihood","Transition Male to Co","Transition Male to Female","Transition Co to Male","Transition Co to Female","Transition Female to Male","Transition Female to Co","Likelihood Root is Male","Likelihood Root is Co","Likelihood Root is Female","Count_MaleDominance","Count_CoDominance","Count_FemaleDominance"
"1",1,-108.6423,0,0.302093,0,3.742655,0.490156,13.081994,0.333333,0.333333,0.333333,32,66,19
