"","Tree","Likelihood","TransitionToFemaleDominance_AbsenceMonogamy","TransitionToMonogamy_AbsenceFemaleDominance","LossFemaleDominance_AbsenceMonogamy","TransitionToMonogamy_PresenceFemaleDominance","LossMonogamy_AbsenceFemaleDominance","TransitionToFemaleDominance_PresenceMonogamy","LossMonogamy_PresenceFemaleDominance","LossFemaleDominance_PresenceMonogamy","LikelihoodRootNotMonogamyNotFemaleDominance","LikelihoodRootNotMonogamyFemaleDominance","LikelihoodRootMonogamyNotFemaleDominance","LikelihoodRootMonogamyFemaleDominance","SpeciesCount_NotMonogamous_NotFemaleDominant","SpeciesCount_NotMonogamous_FemaleDominant","SpeciesCount_Monogamous_NotFemaleDominant","SpeciesCount_Monogamous_FemaleDominant","Positive_IndependentModelBetter"
"1",1,-66.751572,0.029014,1.333372,0.022465,6.056736,74.720301,0,16.633937,0,0.263517,0.23652,0.263512,0.236452,56,25,1,9,-6.506316
