"","Tree","Likelihood","TransitionToFemaleDominance_AbsencePolygyny","TransitionToPolygyny_AbsenceFemaleDominance","LossFemaleDominance_AbsencePolygyny","TransitionToPolygyny_PresenceFemaleDominance","LossPolygyny_AbsenceFemaleDominance","TransitionToFemaleDominance_PresencePolygyny","LossPolygyny_PresenceFemaleDominance","LossFemaleDominance_PresencePolygyny","LikelihoodRootNotPolygynyNotFemaleDominance","LikelihoodRootNotPolygynyFemaleDominance","LikelihoodRootPolygynyNotFemaleDominance","LikelihoodRootPolygynyFemaleDominance","SpeciesCount_NotPolygynous_NotFemaleDominant","SpeciesCount_NotPolygynous_FemaleDominant","SpeciesCount_Polygynous_NotFemaleDominant","SpeciesCount_Polygynous_FemaleDominant","Positive_IndependentModelBetter"
"1",1,-81.35,0.040501,6.7981,0,2.824494,16.114463,0,92.520049,0.561788,0.263043,0.236774,0.263017,0.237166,40,33,17,1,12.005334
